Eid|Sid|Course Number|Number In Series|N In Series|Title|Date|Url|Ressources|Description|Video|Corpus
147|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture2|1|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:15Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|YAo1sd4kuOQ|MIT OpenCourseWare
148|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture3|2|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|hDwkKrWqdZE|MIT OpenCourseWare
149|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture4|3|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:30Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|4LYom0ekars|MIT OpenCourseWare
150|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture5|4|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|NpMv0Nqmy3c|MIT OpenCourseWare
151|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture6|5|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:23Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|vcsxCFSLyP8|MIT OpenCourseWare
152|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture7|6|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|RD9AWDdj-Yk|MIT OpenCourseWare
153|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture8|7|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|oiKLWa_0dhs|MIT OpenCourseWare
154|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture9|8|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:19Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|3IxWLibV_tU|MIT OpenCourseWare
155|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture10|9|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|rBUFitIoE14|MIT OpenCourseWare
156|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture11|10|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:19Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|TgPcNnUrE24|MIT OpenCourseWare
157|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture12|11|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:29Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|Rlvwagd2BmY|MIT OpenCourseWare
158|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture13|12|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:23Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|EnPjyNsEHQM|MIT OpenCourseWare
159|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture14|13|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:34Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|P3tGiT72APw|MIT OpenCourseWare
160|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture15|14|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|9gy-CAwx0Ls|MIT OpenCourseWare
161|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture16|15|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:20Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|nCWwhF0TkVI|MIT OpenCourseWare
162|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture17|16|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|mJziV7sAZm4|MIT OpenCourseWare
163|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture18|17|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|buEtwpGvQpI|MIT OpenCourseWare
164|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture19|18|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:17Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|50oEJs-HZHQ|MIT OpenCourseWare
165|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture20|19|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|DUA6lk7X2VY|MIT OpenCourseWare
166|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture21|20|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:28Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|oLwZFBZylUw|MIT OpenCourseWare
167|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture22|21|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:25Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|RwikpgvkN_o|MIT OpenCourseWare
168|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture23|22|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|BatYGepHsnc|MIT OpenCourseWare
169|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture24|23|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|IfwfCe-JZaI|MIT OpenCourseWare
170|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture25|24|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:32Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|MlYhHsq_tOU|MIT OpenCourseWare
171|7|PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Lecture26|25|MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019|2020-05-12T18:00:04Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|https://www.youtube.com/playlist?list=PLUl4u3cNGP62qauV_CpT1zKaGG_Vj5igX|Instructor: Yufei Zhao View the complete course: https://ocw.mit.edu/18-217F19  This course examines classical and modern developments in graph theory and additive combinatorics, with a focus on topics and themes that connect the two subjects. The course also introduces students to current research topics and open problems.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|ydyiq1Z22gc|MIT OpenCourseWare
172|8|PL3B08AE665AB9002A|Lecture1|0|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:05:48Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|MFRWDuduuSw|MIT OpenCourseWare
173|8|PL3B08AE665AB9002A|Lecture2|1|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:07:54Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|rXOGLlKuvzU|MIT OpenCourseWare
174|8|PL3B08AE665AB9002A|Lecture3|2|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:14:21Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|dNyLGmiYQY0|MIT OpenCourseWare
175|8|PL3B08AE665AB9002A|Lecture4|3|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:12:36Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|elputTS7tAA|MIT OpenCourseWare
176|8|PL3B08AE665AB9002A|Lecture5|4|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:17:46Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|zKtYCGbCfSc|MIT OpenCourseWare
177|8|PL3B08AE665AB9002A|Lecture6|5|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:20:52Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|9tYUmwvLyIA|MIT OpenCourseWare
178|8|PL3B08AE665AB9002A|Lecture7|6|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:03:04Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|cm0io4R0tOM|MIT OpenCourseWare
179|8|PL3B08AE665AB9002A|Lecture8|7|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:03:06Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|xlamQGapfbY|MIT OpenCourseWare
180|8|PL3B08AE665AB9002A|Lecture9|8|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:10:06Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|Fe9DPXvt2ps|MIT OpenCourseWare
181|8|PL3B08AE665AB9002A|Lecture10|9|MIT Calculus Revisited: Single Variable Calculus|2011-05-06T02:29:48Z|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|https://www.youtube.com/playlist?list=PL3B08AE665AB9002A|Resource Description:  Calculus Revisited is a series of videos and related resources that covers the materials normally found in a freshman-level introductory calculus course.  The series was first released in 1970 as a way for people to review the essentials of calculus.  It is equally valuable for students who are learning calculus for the first time.  About the Instructor:  Herb Gross has taught math as senior lecturer at MIT and was the founding math department chair at Bunker Hill Community College.  He is the developer of the Mathematics As A Second Language website, providing arithmetic and algebra materials to elementary and middle school teachers.  You can read more about Prof. Gross on his website.  Acknowledgements:  Funding for this resource was provided by the Gabriella and Paul Rosenbaum Foundation.  View the complete course at: http://ocw.mit.edu/RES-18-006F10  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|w_JWcGLiifU|MIT OpenCourseWare
